"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4P9VI49B","bookSection","2014","Aslan, Arife; Akat İslam, Hasibe","Milet Nekropolü, Değirmentepe Mevkii Kazı Çalışmaları (2012-2013)","23. Müze Çalışmaları ve Kurtarme Kazıları Sempozyumu","","","","","","2014","2021-12-01 17:18:27","2022-12-15 17:33:49","","377-396","","","","","","","","","","","","Mardin","tr","","","Literatursammlung Miletserver","","","","Citation Key: aslan_MiletNekropoluDegirmentepe_2014","","","","Grab; Nekropole; Değirmentepe; 01 Grabungs und Arbeitsberichte; 09 Gräber und Bestattungen","","Özme, Adil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YP2SHTVH","bookSection","2014","Huy, Sabine; Berns, Christof","Milet 2014 - Survey auf dem Humeitepe","Jahresbericht des Instituts für Archäologische Wissenschaften für das Akademische Jahr 2013–2014","","","","","","2014","2022-02-09 08:32:07","2022-12-15 17:33:47","","66-68","","","","","","","","","","","Ruhr-Universität Bochum","Bochum","","","","Literatursammlung Miletserver","","","","Citation Key: huy_Milet2014Survey_2014","","","","Keramik; Survey; Humeitepe; 01 Grabungs und Arbeitsberichte; 11 Geographie und Geophysik; 03 Funde aus Milet; 03-05 Funde: Keramik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VMDXBRH8","bookSection","2014","Brückner, Helmut; Herda, Alexander; Müllenhoff, Marc; Rabbel, Wolfgang; Stümpel, Harald","Der Löwenhafen von Milet - eine geoarchäologische Fallstudie","Häfen und Hafenstädte im östlichen Mittelmeerraum von der Antike bis in byzantinische Zeit. Neue Entdeckungen und aktuelle Forschungsansätze. Istanbul, 30. 05. – 01. 06. 2011","","","","","","2014","2021-10-26 13:43:56","2022-12-15 17:33:48","","773-806","","","2","","","","Byzas","19","","","Zero Prod. Ltd.","Istanbul","","","","Literatursammlung Miletserver","","","","Citation Key: bruckner_LowenhafenMiletGeoarchaologische_2014","","","","Hafen; Verlandung; Löwenhafen; Geoarchäologie; 11 Geographie und Geophysik; 07 Architektur; 07-08 Architektur: Häfen und maritime Infrastruktur","","Ladstätter, Sabine; Pirson, Felix; Schmidts, Thomas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERH2NETX","journalArticle","2014","Dally, Ortwin; Göçmen, Duygu; Kruip, Margret; Maischberger, Martin; Schneider, Peter I.; Scholl, Andreas; Schwerdt, Nico","Milet, Türkei: Stadt und Statue im spätantiken Kleinasien: Die Faustinathermen in Milet im Übergang von der Kaiserzeit zur Spätantike. Die Arbeiten der Jahre 2012 und 2013","e-Forschungsberichte des Deutschen Archäologischen Instituts","","","","","The Baths of Faustina in Miletus are the focus of the research project “City and Statue in Late Antique Asia Minor“. Fieldwork in the areas of the architecture, archaeology and geoarchaeology was conducted from 2006 until 2013 to provide further information on the construction period, building phases, facilities and lifespan of the baths. To follow this objective, pottery is examined for a refined chronological dating of the historical activities at the site. In addition, the restoration of vault and walls of room 14 was finished in 2012.","2014","2022-02-09 08:03:20","2023-03-30 07:51:05","","91-95","","3","2014","","eDAI-F","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: dally_MiletTurkeiStadt_2014","","","","01 Grabungs und Arbeitsberichte; 03 Funde aus Milet; 03-05 Funde: Keramik; 03-05-07 Keramik: Kaiserzeit; 03-05-08 Keramik: Spät und Nachantike; 07 Architektur; 07-07 Architektur: Gymnasia und Thermenanlagen; 15 Ruinen und Geländepflege, Restaurierung; Faustinathermen; Keramik; Restaurierung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISZT6FZ4","journalArticle","2014","Emme, Burkhard","Kein Kaiserkult. Rekonstruktion und Deutung der ‚ara augusti’ im Buleuterion in Milet","Istanbuler Mitteilungen","","","","","Das Monument im Hof des Buleuterions von Milet gilt seit den Untersuchungen von K. Tuchelt als prominentes Beispiel eines augusteischen Kaiserkultaltars. Demgegenüber vermag eine eingehende Analyse der in der Grabungspublikation vorgelegten Befunde aufzuzeigen, dass der Bau aller Wahrscheinlichkeit nach nicht als Altar zu rekonstruieren ist. Auch auf epigraphischer Grundlage ist eine Verbindung mit dem Kaiserkult nicht zu belegen. Im vorliegenden Beitrag wird stattdessen eine Rekonstruktion des Monuments als späthellenistische Memorialarchitektur vorgestellt. Damit wird die erstmals von H. Knackfuß vorgeschlagene Deutung als Memorialbau (»Ehrengrab«) über einhundert Jahre nach Vorlage der Grabungspublikation ausgehend vom archäologischen Befund untermauert.","2014","2021-12-01 17:18:27","2022-12-15 17:33:48","","163-178","","","64","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: emme_KeinKaiserkultRekonstruktion_2014","","","","Heiligtum; Augustus; Kaiserkult; ara augusti; Memorialarchitektur; Memorialbau; 07 Architektur; 08 Kulte und Kulteinrichtungen; 08-10 Kulte: Kaiserkult; 07-06 Architektur: Bouleuterion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M46A79FV","book","2014","Günther, Linda-Marie","Bürgerinnen und ihre Familien im hellenistischen Milet. Untersuchungen zur Rolle von Frauen und Mädchen in der Polis-Öffentlichkeit","","","","","","","2014","2021-12-01 17:18:27","2022-12-15 17:33:47","","","337","","","","","","","","","","Harrassowitz","Wiesbaden","","","","Literatursammlung Miletserver","","","","Citation Key: gunther_BurgerinnenUndIhre_2014","","","","Frauen; Hellenistisch; 10 politische Geschichte; 10-04 Geschichte: hellenistische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTAS2822","journalArticle","2016","Dietrich, Nikolaus","Exposed bedrock in Miletus and Priene: an overlooked aspect of Hellenistic and Imperial‑era Urbanism","Revue Archéologique","","","10.3917/arch.162.0303","","The study analyses the phenomenon of exposed bedrock within Hellenistic and Roman urban landscapes on the example of Miletus and Priene. A recurrent phenomenon addressed by this article is the unexpected, yet clearly purposeful, lack of design amid built-up architectural spaces, providing a new clue, as I will suggest, to the understanding of the aesthetics of monumental architecture. This leads to a more general discussion of Hellenistic and Imperial urban landscapes, in particular the (changing) relationship between monumental architecture and urban infrastructure, and the pehnomenon of empty spaces within towns. The fundamental claim of this article served as contrast for enhancing the impression of lavish urban architecture, and therefore fulfilled, an essential function in framing the latter.","2016","2021-10-26 13:52:24","2022-12-15 17:33:35","","303-328","","2","62/2","","RA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: dietrich_ExposedBedrockMiletus_2016","","","","Römisch; Kaiserzeit; Agora; Heilige Straße; Hellenistisch; Priene; Spätantik; Urbanistik; 02 Allgemeine Darstellungen / Topographie; 07 Architektur; Fels; 02-05 Topographie: klassische Zeit; 02-06 Topographie: hellenistische Zeit; 07-05 Architektur: Platzanlagen und angrenzende Bauten; 02-07 Topographie: Kaiserzeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XRB44LZ8","bookSection","2016","Donder, Helga","Die Metallfunde vom Kalabaktepe in Milet: Siedlungsniederschlag oder thesauriertes Altmetall?","Materielle Kultur und Identität im Spannungsfeld zwischen mediterraner Welt und Mitteleuropa: Akten der internationalen Tagung am Römisch-Germanischen Zentralmuseum Mainz, 22.-24. Oktober 2014: Abschlusstagung des DFG-Projekts ""Metallfunde als Zeugnis für die Interaktion zwischen Griechen und Indigenen auf Sizilien zwischen dem 8. und 5. Jahrhundert v. Chr.","","","","","Es wird mit Hilfe der metallischen Funde aus Milet versucht, Antwort auf die eingangs gestellte Frage zu finden. In kurzer Form wird die Topographie Milets in archaischer Zeit dargestellt. In diesem bedeutenden Abschnitt der Ortsgeschichte hatte das milesische Stadtgebiet seine größte Ausdehnung erreicht. Deutlich illustriert wird dies durch die Errichtung der Stadtmauern in dieser Zeit. Im Süden Milets umschließen sie einen Kalabaktepe genannten Hügel. Grabungen in den 80er und 90er Jahren des vergangenen Jahrhunderts haben für diesen Bereich erwiesen, dass die Besiedlung am Fuß und auf der östlichen Terrasse des Kalabaktepe einen Teil der archaischen Stadt bildete. Der Charakter dieser Besiedlung spricht für Wohn- und Handwerkerviertel. In einem kurzen Überblick stelle ich die Baugeschichte dieser Besiedlung dar. Anschließend wird eine Aufzählung der verschiedenen Fundgattungen gegeben und es wird versucht, einen Beitrag zur Problemstellung dieser Tagung zu leisten.","2016","2022-02-11 08:19:40","2022-12-15 17:33:35","","175-184","","","","","","","RGZM Tagungen","27","","","Verlag des Römisch-Germanischen Zentralmuseums","Mainz","","","","Literatursammlung Miletserver","","","","Citation Key: donder_MetallfundeVomKalabaktepe_2016","","","","Archaisch; Kalabaktepe; Topographie; Metall; Baugeschichte; 03 Funde aus Milet; 03-07 Funde: Metalle","","Baitinger, Holger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QI8IEDZF","journalArticle","2016","Emme, Burkhard","Zur Chronologie des Dionysos-Heiligtums von Milet","Istanbuler Mitteilungen","","","","","","2016","2022-02-11 08:17:16","2022-12-15 17:33:34","","355-362","","","66","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: emme_ZurChronologieDionysosHeiligtums_2016","","","","Dionysosheiligtum; Chronologie; 08 Kulte und Kulteinrichtungen; 08-05 Kulte: Dionysos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IEA7YV48","journalArticle","2016","Eren, Kenan","The Topography of Religion in Archaic Ionia","CEDRUS: The Journal of Mediterranean Civilisations Studies","","2147-8058","10.13113/CEDRUS/201602","http://proje.akdeniz.edu.tr/mcri/cedrus/4-2016/CDR_Jun2016_11to29.pdf","Continuing archaeological research at the major sanctuaries of Ionia has revealed detailed information concerning their chronology and spatial organization. The location and the history of these sanctuaries has been investigated based upon a model that places the city at the centre of the territory. According to this model, the location of these sanctuaries has been classified under the categories: urban, semi-urban and extra-urban. However, an alternative approach to this model can be through recognizing that the history of these sanctuaries was shaped by their interaction with both the physical and human geography. Applying this alternative model, one could go on to examine the impact of the “human geography” on the choice of the particular location and the spatial organization of these sanctuaries. Thus, in Ionia since the sea provides the principal communication surface between different fragments of the region, access to the sea is a common feature of many Ionian sanctuaries and it seems between the Bronze Age and the Archaic Period there was a repeated similarity in the religious responses to the topography of the environment.","2016","2022-02-11 08:10:44","2022-12-15 17:33:34","2022-02-11 08:10:44","11-29","","4","2016","","CEDRUS","","","","","","","","en","","","Literatursammlung Miletserver","","DOI.org (Crossref)","","Citation Key: eren_TopographyReligionArchaic_2016","","","","Heiligtum; Archaisch; Topographie; 08 Kulte und Kulteinrichtungen; 08-06 Kulte: Aphrodite von Oikous; 08-01 Kulte: Varia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3PPZN6CM","thesis","2016","Forbeck, Elke","Die Nekropolen von Milet. Die Grabungen von 1901 bis 1909 und die Arbeiten der Jahre 1993 bis 1996","","","","","https://hss-opus.ub.ruhr-uni-bochum.de/opus4/frontdoor/index/index/docId/4915","Die vorliegende Arbeit beschreibt über 320 Grabanlagen und Gräber Milets. Von diesen stammen rund 200 Anlagen aus gut dokumentierten Altgrabungen vom Beginn des 20. Jahrhunderts; über 100 Gräber sind im Rahmen dieser Arbeit neu ausgegraben worden. Aus dieser Menge erschließt sich ein dichtes und deutliches Bild der Nekropolen Milets durch die Antike: aufwändige Grabbauten, Felskammergräber, Columbarien, Schacht- und Ziegelgräber sowie Brandgräber und einfache Körperbestattungen durchziehen die Hügellandschaft jenseits der Stadtmauern. Eine Gräberstraße liegt in der alten Dokumentation vor und wird hier erstmalig vorgestellt. Neue Pläne zeigen die Lage und Ausmaße der Nekropolen. Grabschmuck, -kennzeichnung, Inventare und Grabbelegungen werden dargestellt und mit den analysierten Knochenfunden zusammen betrachtet. So entsteht erstmals ein Bild zum Umfang und zur Vielgestaltigkeit der Nekropolen von Milet.","2016","2021-10-26 13:52:06","2022-12-15 17:33:34","","","","","","","","","","","","","Ruhr-Universität Bochum","Bochum","","","Dissertation","Literatursammlung Miletserver","","","","Citation Key: forbeck_NekropolenMiletGrabungen_2016","","","","Kalabaktepe; Zeytintepe; Grab; Nekropole; Değirmentepe; Kazartepe; 09 Gräber und Bestattungen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YBMPPTCY","journalArticle","2016","Bîrzescu, Iulian; Kowalleck, Ireen; Özcan, Fikret; Schlotzhauer, Udo","Milet, Türkei: Aufarbeitung griechischer Terrakotten und Keramikfunde","e-Forschungsberichte des Deutschen Archäologischen Instituts","","","","https://publications.dainst.org/journals/efb/1614/4515","","2016","2021-12-01 17:18:27","2022-12-15 17:44:08","","160-163","","1","2016","","eDAI-F","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: birzescu_MiletTurkeiAufarbeitung_2016","","","","Klassisch; Archaisch; Attisch; Keramik; Schwarzfirnisware; Terrakotten; Tassen; Herkunftsbestimmung; 03 Funde aus Milet; 03-05 Funde: Keramik; 03-05-04 Keramik: archaische Zeit; 03-06 Funde: Terrakotta; 03-05-05 Keramik: klassische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YXE7Q5VU","bookSection","2016","Berns, Christof; Huy, Sabine; Rothe, Jens","Der Survey auf dem Humeitepe in Milet","Jahresbericht des Instituts für Archäologische Wissenschaften für das Akademische Jahr 2015–2016","","","","https://www.ruhr-uni-bochum.de/archaelogie/mam/content/jahresbericht_2015_16.pdf","","2016","2022-02-11 08:41:34","2022-12-15 17:33:36","","81-84","","","","","","","","","","","Ruhr-Universität Bochum","Bochum","","","","Literatursammlung Miletserver","","","","Citation Key: berns_SurveyAufHumeitepe_2016","","","","Survey; Humeitepe; 01 Grabungs und Arbeitsberichte; 11 Geographie und Geophysik; 03 Funde aus Milet; 03-05 Funde: Keramik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZG9GPWN","journalArticle","2016","Alkaç, Erkan; Cankardeş-Şenol, Gonca","Amphora Mühürleri Işığında Miletos ve Alexandria Ticari İlişkileri","Olba. Mersin Üniversitesi Kilikia Arkeolojisini Araştırma Merkezi yayınları","","","","","","2016","2022-02-11 08:46:17","2022-12-15 17:33:36","","191-216","","","24","","Olba","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: alkac_AmphoraMuhurleriIsiginda_2016","","","","Amphoren; 03 Funde aus Milet; 03-05 Funde: Keramik; 03-05-06 Keramik: hellenistische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BR2IEE7Q","journalArticle","2017","Niewöhner, Philipp","Milet 2016 Yılı Çalışmaları","Kazı Sonuçları Toplantısı","","","","https://kvmgm.ktb.gov.tr/Eklenti/60212,39kazi1pdf.pdf?0","","2017","2022-02-11 08:48:48","2022-12-15 17:33:26","","71-86","","1","39","","KST","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: niewohner_Milet2016Yili_2017","","","","01 Grabungs und Arbeitsberichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LCXCIJ75","bookSection","2017","Niewöhner, Philipp","Miletus","The Archaeology of Byzantine Anatolia. From the End of Late Antiquity until the Coming of the Turks","","","","","","2017","2022-02-11 09:04:17","2022-12-15 17:33:26","","255-263","","","","","","","","","","","Oxford University Press","New York","","","","Literatursammlung Miletserver","","","","Citation Key: niewohner_Miletus_2017","","","","02 Allgemeine Darstellungen / Topographie; 02-08 Topographie: Spät und Nachantike","","Niewöhner, Philipp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CACY35QQ","bookSection","2017","Niewöhner, Philipp","Urbanism","The Archaeology of Byzantine Anatolia. From the End of Late Antiquity until the Coming of the Turks","","","","","","2017","2022-02-11 09:07:04","2022-12-15 17:33:26","","39-59","","","","","","","","","","","Oxford University Press","New York","","","","Literatursammlung Miletserver","","","","Citation Key: niewohner_Urbanism_2017","","","","02 Allgemeine Darstellungen / Topographie; 02-08 Topographie: Spät und Nachantike","","Niewöhner, Philipp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LBRDHI4Q","journalArticle","2017","Mert, İbrahim Hakan","Kap Monodendri Poseidon (Enipeus) Altarı. Bir Altar mı Yoksa Deniz Feneri mi?","Olba. Mersin Üniversitesi Kilikia Arkeolojisini AraştırmaMerkezi yayınları","","","","https://dergipark.org.tr/tr/download/article-file/763835","The subject of this study is the altar of Poseidon located at the present-day Tekağaç Cape (province of Aydın, Didim district), known in ancient times as CapePoseidion and later as Cape Monodendri.This monument was extensively published by A. von Gerkan in 1915.Within the scope of the article, the sea-side location of this altar, its typology, its date and the dedicated cult are evaluated. In addition, the political and economic situa-tion of Miletus is also considered during the period when the altar of Cape Monodendri was built. According to this evaluation, the following results can be asserted: 1. The cape where the altar was built was an orientation point for the sailors in ancient times and, in fact, is still today. In addition, the altar probably served as a “lighthouse” as well. 2. There is no similar typological example of a Poseidon altar as the one at Cape Monodendri. In this context it appears that no standard planning has ever been applied to altars in ancient times. 3. The altar at Cape Monodendri was built for the cult of Poseidon Enipeus, probably during the third quarter of the 6th century BC, a time when Miletus was known as “the pearl of Ionia”. At this time, it was very likely intended as a monument of propaganda by the Milesian tyrant Histiaios.","2017","2022-02-11 09:09:39","2022-12-20 09:43:01","","183-210","","","25","","Olba","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: mert_KapMonodendriPoseidon_2017","","","","Archaisch; Altar; Poseidon; 08 Kulte und Kulteinrichtungen; 08-01 Kulte: Varia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"677NVSEZ","book","2017","Henke, Jan-Marc","Die zyprischen Terrakotten aus Milet: Neue Überlegungen zur Einordnung der archaischen zyprischen Terrakotten aus ostägäischen Fundkontexten und ihrer werkstattspezifischen Zuweisung","","","","","","In vielen südostgriechischen Heiligtümern stellen archaische zyprische Terrakotten eine reiche Fundgruppe dar. Nach den jüngeren Grabungen lässt sich auch Milet mit einer stattlichen Fundmenge diesen Orten anschließen. In dem Band werden die neuen milesischen Funde wissenschaftlich vorgelegt und ihre Stellung innerhalb des südostägäischen Gesamtkomplexes zyprischer Koroplastik diskutiert. Dabei steht erneut dessen stilchronologische und produktionstechnische Einordnung im Vordergrund. Aufbauend auf den regionalstilistischen Studien Sabine Fourriers auf Zypern werden die engeren werkstattspezifischen Verbindungen der südostägäischen Funde untersucht und es wird nach deren Herkunft auf Zypern gefragt. Hierbei gelingen u. a. ergänzende Einblicke in die verschiedenen Herstellungsprozesse der Terrakotten sowie der Nachweis von unterschiedlichen Serien an hohl und massiv mit Matrizen hergestellten Figuren. In Einzelfällen scheinen sogar individuelle Modellierungen konkreter Koroplasten oder eng zusammenarbeitender Handwerkergruppen erkennbar, die es erlauben, ein umfangreicheres Œuvre über verschiedene Figurenformate und Produktionsweisen hinweg nachzuzeichnen. Damit verengt sich das Bild für den Großteil des südostägäischen Fundmaterials, für das schon früh eine auffällige stilistische Homogenität erkannt wurde, auf sehr wenige in einem engeren zeitlichen wie räumlichen Rahmen arbeitende Werkstätten aus dem unmittelbaren topographischen Umfeld von Salamis auf Zypern. Die Ergebnisse erweitern und schärfen die bisherigen stilistischen und produktionstechnischen Untersuchungen, können diese aber auch in Einzelfällen korrigieren. Auf Grundlage der neuen Grabungsergebnisse in Milet und der Überprüfung der samischen Kontexte zyprischer Koroplastik wird eine neue Datierung für den Import der Terrakotten in die Südostägäis vorgeschlagen, der konträr zu den bisherigen Ansätzen innerhalb weniger Jahrzehnte bis ca. 630 v. Chr. stattgefunden hat. Daneben leiten die neuen Funde an wahrscheinlich in Milet hergestellten zyprisierenden Terrakotten zur Diskussion von technischen Anregungen auf das südostägäische Koroplastenhandwerk über, die die heimischen Handwerker durch Autopsie der umfangreichen zyprischen Importe erhalten haben könnten. Schließlich werden die Terrakotten als Zeugnisse der regen zwischenkulturellen Austauschprozesse im früheisenzeitlichen Mittelmeerraum hervorgehoben und nach der Identität der Stiftenden gefragt. Dabei könnten spezifische Verteilungsmuster der Figuren darauf hindeuten, dass sie nach konkreten technischen wie inhaltlichen Aspekten von der Lokalbevölkerung ausgewählt wurden.","2017","2021-10-26 13:41:56","2022-12-15 17:33:27","","","","","","","","","Milesische Forschungen","7","","","Deutsches Archäologisches Institut","Berlin","","","","Literatursammlung Miletserver","","","","Citation Key: henke_ZyprischenTerrakottenAus_2017","","","","Archaisch; Aphroditeheiligtum; Terrakotten; Zeytintepe; Zypern; Werkstatt; 08 Kulte und Kulteinrichtungen; 03 Funde aus Milet; 08-06 Kulte: Aphrodite von Oikous; 03-06 Funde: Terrakotta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R2AL8KPZ","journalArticle","2017","Guth, Dina","The ‚Rise and Fall’ of Archaic Miletus","Historia. Zeitschrift für Alte Geschichte","","","","","","2017","2022-02-11 09:19:46","2022-12-15 17:33:27","","2-20","","","66","","Historia","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: guth_RiseFallArchaic_2017","","","","Archaisch; 10 politische Geschichte; 10-02 Geschichte: archaische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6Q8DVW8P","book","2017","Günther, Wolfgang","Inschriften von Milet Teil 4. Eine Prosopographie","","","","","","Die archäologische und historische Erforschung der ionischen Metropole Milet und des zugehörigen Heiligtums in Didyma begann im letzten Jahrzehnt des 19. Jhs. Die Ausgrabungen erbrachten seither mit außerordentlich vielen fast vollständigen und noch zahlreicheren fragmentarischen Inschriften aus allen Teilepochen ein unschätzbares Quellenmaterial zur Ergänzung der literarischen Überlieferung, wie es in diesem Umfang in der antiken griechischen Staatenwelt nur noch aus Athen bekannt ist. Die neue Prosopographie erfasst listenartig erstens die aus Milet und seinem Gebiet epigraphisch bzw. literarisch bezeugten Individuen, die dort Bürger waren, zweitens die außerhalb dieser Orte bezeugten Milesier (z. B. Richter, Militärs) und drittens solche Nichtmilesier, die mit dieser Stadt maßgeblich zu tun hatten (wie z. B. Herrscher, Statthalter, Gesandte). Der so erfasste Zeitraum reicht vom 6. Jh. v. bis zum 6. Jh. n. Chr., deckt also nahezu die gesamte Antike ab. Die Personen werden mit allen sie betreffenden Belegen sowie der zugehörigen relevanten Forschungsliteratur kurz in ihrem Aktionsprofil (z. B. Amtsträger, Grabherr, Agon-Sieger, Philosoph) vorgestellt; ggf. wird auf ihre gesicherten oder vermuteten Verwandten verwiesen. Durch die Familienangehörigen in chronologisch vertikalen oder zeitgleichen Dimensionen lassen sich zum einen Netzwerke der Funktionseliten konkret fassen, zum anderen Kontinuitäten und Brüche historischer Entwicklungen der Stadt samt ihrem Umland zuverlässiger als bisher nachvollziehen. Da vergleichbare personenkundliche Grundlagenforschungen nur für Athen, Sparta, das Ptolemäerreich sowie das kaiserzeitliche Imperium Romanum vorliegen, bietet das Konvolut zu Milet eine bedeutsame Ergänzung für prosopographische und historische Studien.","2017","2021-10-26 13:40:49","2022-12-15 17:33:27","","","","","","","","","Milet. Ergebnisse der Ausgrabungen und Untersuchungen seit dem Jahr 1899","6,4","","","De Gruyter","Berlin/Boston","","","","Literatursammlung Miletserver","","","","Citation Key: gunther_InschriftenMiletTeil_2017","","","","03 Funde aus Milet; 03-08 Funde: Inschriften","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LR78Y5VN","journalArticle","2017","von Graeve, Volkmar","Beobachtungen zur Herstellungstechnik milesischer Terrakotten im 7. Jahrhundert v. Chr. Ein Beitrag zur orientalisierenden Phase der frühgriechischen Kunst","Archäologischer Anzeiger","","","10.34780/6714-NE4M","","Der Artikel beleuchtet einen kleinen Ausschnitt aus dem größeren Problemkreis der orientalisierenden Phase der frühen griechischen Kunst. Die Notwendigkeit, sich mit diesem Thema zu befassen, ergibt sich durch die Tatsache, dass in dem neu entdeckten Aphroditeheiligtum in Milet zur Überraschung der Ausgräber über 1200 sogenannte dädalische Terrakotten gefunden wurden, die in der archäologischen Forschung als sichere Indikatoren für eine Übernahme von ikonographischen Typen aus den Kulturen des Vorderen Orients in die griechische Kunst des 7. Jhs. v. Chr. gelten. Der dädalische Stil wurde bisher hauptsächlich mit den dorischen Kunstzentren auf der Insel Kreta und der Peloponnes verbunden. Nun kommt eine zahlenmäßig große und ikonographisch reiche Tradition in Ionien hinzu, was mit der geographischen Lage von Milet zu tun haben kann. Bei einer Erhellung des Phänomens der Übernahme, das sehr schnell ideologisch überlagert werden kann, sollten zunächst einmal handfeste Grundlagen geschaffen werden. In unserem Fall geschieht das durch eine scheinbar banale Untersuchung der Handwerkstechnik. Da die autochthonen ionischen Terrakotten während der gesamten Zeit des 7. Jhs. v. Chr. weiter produziert werden, ergibt sich eine ideale Grundlage für eine Beschreibung, in welcher Weise die neuen Vorbilder in den alten Werkstätten aufgenommen werden. Dabei bewährt sich einerseits die bisherige wissenschaftliche These von einer teilweisen Umstrukturierung im stilistischen Erscheinungsbild der Vorbilder. Andererseits kommt hinzu, dass sich die alten Werkstätten radikal mit ihren Produktionsweisen durchsetzen und so zu den Grundlagen des gemeinsamen dädalischen Stils beitragen.","2017","2021-11-30 14:59:23","2022-12-20 10:37:12","","15-29","","2","2017","","AA","","","","","","","","de","","","Literatursammlung Miletserver","","","","Citation Key: vongraeve_BeobachtungenZurHerstellungstechnik_2017","","","","Archaisch; Terrakotten; Dädalisch; 03 Funde aus Milet; 03-06 Funde: Terrakotta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9YLLVCA8","bookSection","2017","Ehrhardt, Norbert","Der Schiedsspruch des Satrapen Struses: Prozedur und Politik","Von Magna Graecia nach Asia Minor : Festschrift für Linda-Marie Günther zum 65. Geburtstag","","","","","","2017","2022-02-11 09:32:42","2022-12-15 17:33:28","","255-265","","","","","","","","","","","Harrassowitz Verlag","Wiesbaden","","","","","","","","Citation Key: ehrhardt_SchiedsspruchSatrapenStruses_2017","","","","03 Funde aus Milet; 03-08 Funde: Inschriften","","Beck, Hans; Eckhardt, Benedikt; Michels, Christoph; Richter, Sonja; Günther, Linda-Marie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
